RNA_sample,Lysate_sample,Fraction,Time,Temperature,Biorep,Strain,Treatment_group,Treatment_group_ID,Treatment,Treated,Experiment,Sequencing_date,Sample_search,FastQ_folder,UMI,gtf_file,star_index_folder,kallisto_index,sbatch_template,snakefile,kallisto_direction,R1,R2,R3,R1_path,R2_path,R3_path,sequencing_group,spike_group
H19,L102,Total,15min,30C,BR1,BY4741,milderEtOH2,tg_11,mock,FALSE,SedSeq,230412,H19,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H19_S19_R1_001.fastq.gz,AD-H19_S19_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H19_S19_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H19_S19_R2_001.fastq.gz,NA,C,nanoluc
H20,L103,Total,15min,30C,BR1,BY4741,milderEtOH2,tg_11,EtOH_7.5%,TRUE,SedSeq,230428,H20,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS42-H20,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H20_S25_R1_001.fastq.gz,AD-H20_S25_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS42-H20/FastQ/AD-H20_S25_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS42-H20/FastQ/AD-H20_S25_R2_001.fastq.gz,NA,C,nanoluc
H21,L104,Total,15min,30C,BR2,BY4741,milderEtOH2,tg_11,mock,FALSE,SedSeq,230412,H21,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H21_S21_R1_001.fastq.gz,AD-H21_S21_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H21_S21_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H21_S21_R2_001.fastq.gz,NA,C,nanoluc
H22,L105,Total,15min,30C,BR2,BY4741,milderEtOH2,tg_11,EtOH_7.5%,TRUE,SedSeq,230412,H22,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H22_S22_R1_001.fastq.gz,AD-H22_S22_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H22_S22_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H22_S22_R2_001.fastq.gz,NA,C,nanoluc
H23,L102,Sup,15min,30C,BR1,BY4741,milderEtOH2,tg_11,mock,FALSE,SedSeq,230412,H23,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H23_S23_R1_001.fastq.gz,AD-H23_S23_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H23_S23_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H23_S23_R2_001.fastq.gz,NA,C,nanoluc
H24,L103,Sup,15min,30C,BR1,BY4741,milderEtOH2,tg_11,EtOH_7.5%,TRUE,SedSeq,230412,H24,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H24_S24_R1_001.fastq.gz,AD-H24_S24_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H24_S24_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H24_S24_R2_001.fastq.gz,NA,C,nanoluc
H25,L104,Sup,15min,30C,BR2,BY4741,milderEtOH2,tg_11,mock,FALSE,SedSeq,230412,H25,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H25_S25_R1_001.fastq.gz,AD-H25_S25_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H25_S25_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H25_S25_R2_001.fastq.gz,NA,C,nanoluc
H26,L105,Sup,15min,30C,BR2,BY4741,milderEtOH2,tg_11,EtOH_7.5%,TRUE,SedSeq,230412,H26,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H26_S26_R1_001.fastq.gz,AD-H26_S26_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H26_S26_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H26_S26_R2_001.fastq.gz,NA,C,nanoluc
H27,L102,Pellet,15min,30C,BR1,BY4741,milderEtOH2,tg_11,mock,FALSE,SedSeq,230412,H27,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H27_S27_R1_001.fastq.gz,AD-H27_S27_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H27_S27_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H27_S27_R2_001.fastq.gz,NA,C,nanoluc
H28,L103,Pellet,15min,30C,BR1,BY4741,milderEtOH2,tg_11,EtOH_7.5%,TRUE,SedSeq,230412,H28,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H28_S28_R1_001.fastq.gz,AD-H28_S28_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H28_S28_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H28_S28_R2_001.fastq.gz,NA,C,nanoluc
H29,L104,Pellet,15min,30C,BR2,BY4741,milderEtOH2,tg_11,mock,FALSE,SedSeq,230412,H29,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H29_S29_R1_001.fastq.gz,AD-H29_S29_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H29_S29_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H29_S29_R2_001.fastq.gz,NA,C,nanoluc
H30,L105,Pellet,15min,30C,BR2,BY4741,milderEtOH2,tg_11,EtOH_7.5%,TRUE,SedSeq,230412,H30,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H30_S30_R1_001.fastq.gz,AD-H30_S30_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H30_S30_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H30_S30_R2_001.fastq.gz,NA,C,nanoluc
H31,L106,Total,30min,30C,BR1,BY4741,azide3,tg_9,mock,FALSE,SedSeq,230412,H31,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H31_S31_R1_001.fastq.gz,AD-H31_S31_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H31_S31_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H31_S31_R2_001.fastq.gz,NA,C,nanoluc
H32,L107,Total,30min,30C,BR1,BY4741,azide3,tg_9,Azide_0.8%_pH6.8,TRUE,SedSeq,230412,H32,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H32_S32_R1_001.fastq.gz,AD-H32_S32_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H32_S32_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H32_S32_R2_001.fastq.gz,NA,C,nanoluc
H33,L108,Total,30min,30C,BR2,BY4741,azide3,tg_9,mock,FALSE,SedSeq,230412,H33,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H33_S33_R1_001.fastq.gz,AD-H33_S33_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H33_S33_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H33_S33_R2_001.fastq.gz,NA,C,nanoluc
H34,L109,Total,30min,30C,BR2,BY4741,azide3,tg_9,Azide_0.8%_pH6.8,TRUE,SedSeq,230412,H34,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H34_S34_R1_001.fastq.gz,AD-H34_S34_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H34_S34_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H34_S34_R2_001.fastq.gz,NA,C,nanoluc
H35,L106,Sup,30min,30C,BR1,BY4741,azide3,tg_9,mock,FALSE,SedSeq,230412,H35,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H35_S35_R1_001.fastq.gz,AD-H35_S35_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H35_S35_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H35_S35_R2_001.fastq.gz,NA,C,nanoluc
H36,L107,Sup,30min,30C,BR1,BY4741,azide3,tg_9,Azide_0.8%_pH6.8,TRUE,SedSeq,230412,H36,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H36_S36_R1_001.fastq.gz,AD-H36_S36_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H36_S36_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H36_S36_R2_001.fastq.gz,NA,C,nanoluc
H37,L108,Sup,30min,30C,BR2,BY4741,azide3,tg_9,mock,FALSE,SedSeq,230412,H37,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H37_S37_R1_001.fastq.gz,AD-H37_S37_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H37_S37_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H37_S37_R2_001.fastq.gz,NA,C,nanoluc
H38,L109,Sup,30min,30C,BR2,BY4741,azide3,tg_9,Azide_0.8%_pH6.8,TRUE,SedSeq,230412,H38,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H38_S38_R1_001.fastq.gz,AD-H38_S38_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H38_S38_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H38_S38_R2_001.fastq.gz,NA,C,nanoluc
H39,L106,Pellet,30min,30C,BR1,BY4741,azide3,tg_9,mock,FALSE,SedSeq,230412,H39,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H39_S39_R1_001.fastq.gz,AD-H39_S39_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H39_S39_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H39_S39_R2_001.fastq.gz,NA,C,nanoluc
H40,L107,Pellet,30min,30C,BR1,BY4741,azide3,tg_9,Azide_0.8%_pH6.8,TRUE,SedSeq,230412,H40,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H40_S40_R1_001.fastq.gz,AD-H40_S40_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H40_S40_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H40_S40_R2_001.fastq.gz,NA,C,nanoluc
H41,L108,Pellet,30min,30C,BR2,BY4741,azide3,tg_9,mock,FALSE,SedSeq,230412,H41,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H41_S41_R1_001.fastq.gz,AD-H41_S41_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H41_S41_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H41_S41_R2_001.fastq.gz,NA,C,nanoluc
H42,L109,Pellet,30min,30C,BR2,BY4741,azide3,tg_9,Azide_0.8%_pH6.8,TRUE,SedSeq,230412,H42,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42,FALSE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-H42_S42_R1_001.fastq.gz,AD-H42_S42_R2_001.fastq.gz,NA,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H42_S42_R1_001.fastq.gz,230412_A00639_1584_AHKG2LDMXY-NovaRS128-FC01-AD-JB-RS42/FastQ/AD-H42_S42_R2_001.fastq.gz,NA,C,nanoluc
J01,L110,Total,10min,30C,BR1,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-01,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-01_S1_R1_001.fastq.gz,AD-24S-J-01_S1_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-01_S1_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-01_S1_R2_001.fastq.gz,NA,C,nanoluc+pombe
J02,L111,Total,10min,46C,BR1,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-02,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-02_S2_R1_001.fastq.gz,AD-24S-J-02_S2_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-02_S2_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-02_S2_R2_001.fastq.gz,NA,C,nanoluc+pombe
J03,L112,Total,10min,30C,BR2,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-03,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-03_S3_R1_001.fastq.gz,AD-24S-J-03_S3_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-03_S3_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-03_S3_R2_001.fastq.gz,NA,C,nanoluc+pombe
