ORF	gene	length.protein	classification	label	Length5UTR	Length3UTR	Length5UTR.est	Length3UTR.est	LengthTxEst	unspliced.CDS.length	LengthTxUnsplicedEst	ENA	SGD_ID	ncrna_classification	RNAcentral_ID	length.ncRNA
YPR006C	ICL2	575	Verified	other	64	73	64	73	1865	1728	1865	NA	NA	NA	NA	NA
YPR007C	REC8	680	Verified	other	NA	NA	48	123	2214	2043	2214	NA	NA	NA	NA	NA
YPR008W	HAA1	694	Verified	other	312	118	312	118	2515	2085	2515	NA	NA	NA	NA	NA
YPR009W	SUT2	268	Verified	other	94	82	94	82	983	807	983	NA	NA	NA	NA	NA
YPR010C	RPA135	1203	Verified	RiBi	42	170	42	170	3824	3612	3824	NA	NA	NA	NA	NA
YPR010C-A	MIN8	72	Verified	other	44	141	44	141	404	362	547	NA	NA	NA	NA	NA
YPR011C	MRX21	326	Verified	other	97	203	97	203	1281	981	1281	NA	NA	NA	NA	NA
YPR012W	NA	84	Dubious	other	NA	NA	48	123	426	255	426	NA	NA	NA	NA	NA
YPR013C	CMR3	317	Verified	other	517	256	517	256	1727	954	1727	NA	NA	NA	NA	NA
YPR014C	NA	109	Uncharacterized	other	NA	NA	48	123	501	330	501	NA	NA	NA	NA	NA
YPR015C	NA	247	Verified	other	82	141	82	141	967	744	967	NA	NA	NA	NA	NA
YPR016C	TIF6	245	Verified	RiBi	100	175	100	175	1013	738	1013	NA	NA	NA	NA	NA
YPR016W-A	NA	86	Dubious	other	NA	NA	48	123	432	261	432	NA	NA	NA	NA	NA
YPR017C	DSS4	143	Verified	other	10	195	10	195	637	432	637	NA	NA	NA	NA	NA
YPR018W	RLF2	606	Verified	other	102	135	102	135	2058	1821	2058	NA	NA	NA	NA	NA
YPR019W	MCM4	933	Verified	other	76	119	76	119	2997	2802	2997	NA	NA	NA	NA	NA
YPR020W	ATP20	115	Verified	other	49	120	49	120	517	348	517	NA	NA	NA	NA	NA
YPR021C	AGC1	902	Verified	other	NA	NA	48	123	2880	2709	2880	NA	NA	NA	NA	NA
YPR022C	SDD4	1133	Verified	other	37	78	37	78	3517	3402	3517	NA	NA	NA	NA	NA
YPR023C	EAF3	401	Verified	other	40	116	40	116	1362	1206	1362	NA	NA	NA	NA	NA
YPR024W	YME1	747	Verified	other	159	511	159	511	2914	2244	2914	NA	NA	NA	NA	NA
YPR025C	CCL1	393	Verified	other	20	129	20	129	1331	1182	1331	NA	NA	NA	NA	NA
YPR026W	ATH1	1211	Verified	MSN2/4	NA	NA	48	123	3807	3636	3807	NA	NA	NA	NA	NA
YPR027C	NA	277	Uncharacterized	other	NA	NA	48	123	1005	834	1005	NA	NA	NA	NA	NA
YPR028W	YOP1	180	Verified	other	55	149	55	149	747	676	880	NA	NA	NA	NA	NA
YPR029C	APL4	832	Verified	other	37	225	37	225	2761	2499	2761	NA	NA	NA	NA	NA
YPR030W	CSR2	1121	Verified	other	18	88	18	88	3472	3366	3472	NA	NA	NA	NA	NA
YPR031W	NTO1	748	Verified	other	26	108	26	108	2381	2247	2381	NA	NA	NA	NA	NA
YPR032W	SRO7	1033	Verified	other	50	106	50	106	3258	3102	3258	NA	NA	NA	NA	NA
YPR033C	HTS1	546	Verified	other	6	95	6	95	1742	1641	1742	NA	NA	NA	NA	NA
YPR034W	ARP7	477	Verified	other	60	249	60	249	1743	1434	1743	NA	NA	NA	NA	NA
YPR035W	GLN1	370	Verified	other	117	164	117	164	1394	1113	1394	NA	NA	NA	NA	NA
YPR036W	VMA13	478	Verified	other	42	90	42	90	1569	1437	1569	NA	NA	NA	NA	NA
YPR036W-A	SPO24	67	Verified	other	75	266	75	266	545	204	545	NA	NA	NA	NA	NA
YPR037C	ERV2	196	Verified	other	47	128	47	128	766	591	766	NA	NA	NA	NA	NA
YPR038W	IRC16	119	Uncharacterized	other	NA	NA	48	123	531	360	531	NA	NA	NA	NA	NA
YPR039W	NA	111	Dubious	other	NA	NA	48	123	507	336	507	NA	NA	NA	NA	NA
YPR040W	TIP41	356	Verified	other	20	72	20	72	1163	1071	1163	NA	NA	NA	NA	NA
YPR041W	TIF5	405	Verified	translation factors	91	154	91	154	1463	1218	1463	NA	NA	NA	NA	NA
YPR042C	PUF2	1075	Verified	other	NA	NA	48	123	3399	3228	3399	NA	NA	NA	NA	NA
YPR043W	RPL43A	92	Verified	RP	31	73	31	73	383	682	786	NA	NA	NA	NA	NA
YPR044C	OPI11	117	Dubious	other	NA	NA	48	123	525	354	525	NA	NA	NA	NA	NA
YPR045C	THP3	470	Verified	other	49	107	49	107	1569	1413	1569	NA	NA	NA	NA	NA
YPR046W	MCM16	181	Verified	other	10	72	10	72	628	546	628	NA	NA	NA	NA	NA
YPR047W	MSF1	469	Verified	other	34	104	34	104	1548	1410	1548	NA	NA	NA	NA	NA
YPR048W	TAH18	623	Verified	other	24	80	24	80	1976	1872	1976	NA	NA	NA	NA	NA
YPR049C	ATG11	1178	Verified	other	48	88	48	88	3673	3537	3673	NA	NA	NA	NA	NA
YPR050C	NA	137	Dubious	other	NA	NA	48	123	585	414	585	NA	NA	NA	NA	NA
YPR051W	MAK3	176	Verified	other	30	120	30	120	681	531	681	NA	NA	NA	NA	NA
YPR052C	NHP6A	93	Verified	other	28	199	28	199	509	282	509	NA	NA	NA	NA	NA
YPR053C	NA	151	Uncharacterized	other	1076	218	1076	218	1750	456	1750	NA	NA	NA	NA	NA
YPR054W	SMK1	388	Verified	other	709	49	709	49	1925	1167	1925	NA	NA	NA	NA	NA
YPR055W	SEC8	1065	Verified	other	47	63	47	63	3308	3198	3308	NA	NA	NA	NA	NA
YPR056W	TFB4	338	Verified	other	23	141	23	141	1181	1017	1181	NA	NA	NA	NA	NA
YPR057W	BRR1	341	Verified	other	21	60	21	60	1107	1026	1107	NA	NA	NA	NA	NA
YPR058W	YMC1	307	Verified	other	55	104	55	104	1083	924	1083	NA	NA	NA	NA	NA
YPR059C	NA	128	Dubious	other	468	856	468	856	1711	387	1711	NA	NA	NA	NA	NA
YPR060C	ARO7	256	Verified	other	59	146	59	146	976	771	976	NA	NA	NA	NA	NA
YPR061C	JID1	301	Verified	other	40	117	40	117	1063	906	1063	NA	NA	NA	NA	NA
YPR062W	FCY1	158	Verified	other	24	95	24	95	596	477	596	NA	NA	NA	NA	NA
YPR063C	NA	140	Uncharacterized	other	37	193	37	193	653	509	739	NA	NA	NA	NA	NA
YPR064W	NA	139	Uncharacterized	other	1815	74	1815	74	2309	420	2309	NA	NA	NA	NA	NA
YPR065W	ROX1	368	Verified	other	72	188	72	188	1367	1107	1367	NA	NA	NA	NA	NA
YPR066W	UBA3	299	Verified	other	4	204	4	204	1108	900	1108	NA	NA	NA	NA	NA
YPR067W	ISA2	185	Verified	other	37	131	37	131	726	558	726	NA	NA	NA	NA	NA
YPR068C	HOS1	470	Verified	other	16	114	16	114	1543	1413	1543	NA	NA	NA	NA	NA
YPR069C	SPE3	293	Verified	other	42	74	42	74	998	882	998	NA	NA	NA	NA	NA
YPR070W	MED1	566	Verified	other	47	334	47	334	2082	1701	2082	NA	NA	NA	NA	NA
YPR071W	NA	211	Uncharacterized	other	18	454	18	454	1108	636	1108	NA	NA	NA	NA	NA
YPR072W	NOT5	560	Verified	other	101	91	101	91	1875	1683	1875	NA	NA	NA	NA	NA
YPR073C	LTP1	161	Verified	other	62	236	62	236	784	486	784	NA	NA	NA	NA	NA
YPR074C	TKL1	680	Verified	other	70	127	70	127	2240	2043	2240	NA	NA	NA	NA	NA
YPR074W-A	NA	56	Dubious	other	NA	NA	48	123	342	171	342	NA	NA	NA	NA	NA
YPR075C	OPY2	360	Verified	other	59	116	59	116	1258	1083	1258	NA	NA	NA	NA	NA
YPR076W	NA	124	Dubious	other	NA	NA	48	123	546	375	546	NA	NA	NA	NA	NA
YPR077C	NA	123	Dubious	other	NA	NA	48	123	543	372	543	NA	NA	NA	NA	NA
YPR078C	NA	372	Uncharacterized	other	NA	NA	48	123	1290	1119	1290	NA	NA	NA	NA	NA
YPR079W	MRL1	381	Verified	other	89	83	89	83	1318	1146	1318	NA	NA	NA	NA	NA
YPR080W	TEF1	458	Verified	translation factors	31	121	31	121	1529	1377	1529	NA	NA	NA	NA	NA
YPR081C	GRS2	618	Verified	other	3	130	3	130	1990	1857	1990	NA	NA	NA	NA	NA
YPR082C	DIB1	143	Verified	other	24	98	24	98	554	432	554	NA	NA	NA	NA	NA
YPR083W	MDM36	579	Verified	other	39	121	39	121	1900	1740	1900	NA	NA	NA	NA	NA
YPR084W	NA	456	Uncharacterized	other	112	143	112	143	1626	1371	1626	NA	NA	NA	NA	NA
YPR085C	ASA1	443	Verified	other	87	113	87	113	1532	1332	1532	NA	NA	NA	NA	NA
YPR086W	SUA7	345	Verified	other	44	277	44	277	1359	1038	1359	NA	NA	NA	NA	NA
YPR087W	VPS69	106	Dubious	other	NA	NA	48	123	492	321	492	NA	NA	NA	NA	NA
YPR088C	SRP54	541	Verified	other	26	94	26	94	1746	1626	1746	NA	NA	NA	NA	NA
YPR089W	NA	888	Uncharacterized	other	52	140	52	140	2859	2667	2859	NA	NA	NA	NA	NA
YPR091C	NVJ2	770	Verified	MSN2/4	28	124	28	124	2465	2313	2465	NA	NA	NA	NA	NA
YPR092W	NA	101	Dubious	other	NA	NA	48	123	477	306	477	NA	NA	NA	NA	NA
YPR093C	ASR1	288	Verified	other	64	86	64	86	1017	867	1017	NA	NA	NA	NA	NA
YPR094W	RDS3	107	Verified	other	20	70	20	70	414	324	414	NA	NA	NA	NA	NA
YPR095C	SYT1	1226	Verified	other	NA	NA	48	123	3852	3681	3852	NA	NA	NA	NA	NA
YPR096C	NA	100	Verified	other	NA	NA	48	123	474	303	474	NA	NA	NA	NA	NA
YPR097W	LEC1	1073	Verified	other	236	167	236	167	3625	3222	3625	NA	NA	NA	NA	NA
YPR098C	TMH18	161	Verified	other	34	146	34	146	666	582	762	NA	NA	NA	NA	NA
YPR099C	NA	118	Verified	other	118	446	118	446	921	357	921	NA	NA	NA	NA	NA
YPR100W	MRPL51	140	Verified	other	33	99	33	99	555	423	555	NA	NA	NA	NA	NA
YPR101W	SNT309	175	Verified	other	18	197	18	197	743	528	743	NA	NA	NA	NA	NA
YPR102C	RPL11A	174	Verified	RP	38	86	38	86	649	525	649	NA	NA	NA	NA	NA
YPR103W	PRE2	287	Verified	other	78	168	78	168	1110	864	1110	NA	NA	NA	NA	NA
YPR104C	FHL1	936	Verified	other	276	328	276	328	3415	2811	3415	NA	NA	NA	NA	NA
YPR105C	COG4	861	Verified	other	64	73	64	73	2723	2586	2723	NA	NA	NA	NA	NA
YPR106W	ISR1	443	Verified	other	19	47	19	47	1398	1332	1398	NA	NA	NA	NA	NA
YPR107C	YTH1	208	Verified	other	84	114	84	114	825	627	825	NA	NA	NA	NA	NA
YPR108W	RPN7	429	Verified	other	88	174	88	174	1552	1290	1552	NA	NA	NA	NA	NA
YPR108W-A	NA	70	Uncharacterized	other	NA	NA	48	123	384	213	384	NA	NA	NA	NA	NA
YPR109W	GLD1	294	Verified	other	172	93	172	93	1150	885	1150	NA	NA	NA	NA	NA
YPR110C	RPC40	335	Verified	RiBi	18	196	18	196	1222	1008	1222	NA	NA	NA	NA	NA
YPR111W	DBF20	564	Verified	other	40	152	40	152	1887	1695	1887	NA	NA	NA	NA	NA
YPR112C	MRD1	887	Verified	other	42	99	42	99	2805	2664	2805	NA	NA	NA	NA	NA
YPR113W	PIS1	220	Verified	other	25	113	25	113	801	663	801	NA	NA	NA	NA	NA
YPR114W	NA	315	Uncharacterized	other	78	104	78	104	1130	948	1130	NA	NA	NA	NA	NA
YPR115W	RGC1	1083	Verified	other	199	239	199	239	3690	3252	3690	NA	NA	NA	NA	NA
YPR116W	RRG8	277	Verified	other	10	456	10	456	1300	834	1300	NA	NA	NA	NA	NA
YPR117W	HOB2	2489	Verified	other	NA	NA	48	123	7641	7470	7641	NA	NA	NA	NA	NA
YPR118W	MRI1	411	Verified	other	32	71	32	71	1339	1236	1339	NA	NA	NA	NA	NA
YPR119W	CLB2	491	Verified	other	358	291	358	291	2125	1476	2125	NA	NA	NA	NA	NA
YPR120C	CLB5	435	Verified	other	118	40	118	40	1466	1308	1466	NA	NA	NA	NA	NA
YPR121W	THI22	572	Verified	other	161	63	161	63	1943	1719	1943	NA	NA	NA	NA	NA
YPR122W	AXL1	1208	Verified	other	NA	NA	48	123	3798	3627	3798	NA	NA	NA	NA	NA
YPR123C	NA	144	Dubious	other	1096	417	1096	417	1948	435	1948	NA	NA	NA	NA	NA
YPR124W	CTR1	406	Verified	other	172	225	172	225	1618	1221	1618	NA	NA	NA	NA	NA
YPR125W	YLH47	454	Verified	other	96	183	96	183	1644	1365	1644	NA	NA	NA	NA	NA
YPR126C	NA	102	Dubious	other	NA	NA	48	123	480	309	480	NA	NA	NA	NA	NA
YPR127W	NA	345	Verified	other	53	80	53	80	1171	1038	1171	NA	NA	NA	NA	NA
YPR128C	ANT1	328	Verified	other	45	99	45	99	1131	987	1131	NA	NA	NA	NA	NA
YPR129W	SCD6	349	Verified	other	22	79	22	79	1151	1050	1151	NA	NA	NA	NA	NA
YPR130C	NA	135	Dubious	other	NA	NA	48	123	579	408	579	NA	NA	NA	NA	NA
YPR131C	NAT3	195	Verified	other	33	191	33	191	812	588	812	NA	NA	NA	NA	NA
YPR132W	RPS23B	145	Verified	RP	24	111	24	111	573	803	938	NA	NA	NA	NA	NA
YPR133C	SPN1	410	Verified	other	78	79	78	79	1390	1233	1390	NA	NA	NA	NA	NA
YPR133W-A	TOM5	50	Verified	other	35	168	35	168	356	153	356	NA	NA	NA	NA	NA
YPR134W	MSS18	268	Verified	other	22	125	22	125	954	807	954	NA	NA	NA	NA	NA
YPR135W	CTF4	927	Verified	other	57	49	57	49	2890	2784	2890	NA	NA	NA	NA	NA
YPR136C	NA	170	Dubious	other	NA	NA	48	123	684	513	684	NA	NA	NA	NA	NA
YPR137C-A	NA	440	retrotransposon	other	NA	NA	48	123	1494	NA	NA	NA	NA	NA	NA	NA
YPR137C-B	NA	1755	retrotransposon	other	NA	NA	48	123	5439	NA	NA	NA	NA	NA	NA	NA
YPR137W	RRP9	573	Verified	RiBi	74	160	74	160	1956	1722	1956	NA	NA	NA	NA	NA
YPR138C	MEP3	489	Verified	other	225	133	225	133	1828	1470	1828	NA	NA	NA	NA	NA
YPR139C	LOA1	300	Verified	other	58	95	58	95	1056	903	1056	NA	NA	NA	NA	NA
YPR140W	TAZ1	381	Verified	other	90	95	90	95	1331	1146	1331	NA	NA	NA	NA	NA
YPR141C	KAR3	729	Verified	other	173	170	173	170	2533	2190	2533	NA	NA	NA	NA	NA
YPR142C	NA	187	Dubious	other	NA	NA	48	123	735	564	735	NA	NA	NA	NA	NA
YPR143W	RRP15	250	Verified	RiBi	38	152	38	152	943	753	943	NA	NA	NA	NA	NA
YPR144C	NOC4	552	Verified	RiBi	35	79	35	79	1773	1659	1773	NA	NA	NA	NA	NA
YPR145C-A	NA	78	Uncharacterized	other	NA	NA	48	123	408	237	408	NA	NA	NA	NA	NA
YPR145W	ASN1	572	Verified	other	42	140	42	140	1901	1719	1901	NA	NA	NA	NA	NA
YPR146C	NA	109	Dubious	other	939	382	939	382	1651	330	1651	NA	NA	NA	NA	NA
YPR147C	NA	304	Verified	other	61	210	61	210	1186	915	1186	NA	NA	NA	NA	NA
YPR148C	NA	435	Verified	other	52	116	52	116	1476	1308	1476	NA	NA	NA	NA	NA
YPR149W	NCE102	173	Verified	MSN2/4	164	359	164	359	1045	522	1045	NA	NA	NA	NA	NA
YPR150W	NA	173	Dubious	other	NA	NA	48	123	693	522	693	NA	NA	NA	NA	NA
YPR151C	SUE1	206	Verified	other	65	85	65	85	771	621	771	NA	NA	NA	NA	NA
YPR152C	URN1	465	Verified	other	22	324	22	324	1744	1398	1744	NA	NA	NA	NA	NA
YPR153W	MAY24	140	Verified	other	41	150	41	150	614	557	748	NA	NA	NA	NA	NA
YPR154W	PIN3	215	Verified	HSF1	38	205	38	205	891	648	891	NA	NA	NA	NA	NA
YPR155C	NCA2	616	Verified	other	57	108	57	108	2016	1851	2016	NA	NA	NA	NA	NA
YPR156C	TPO3	622	Verified	other	286	166	286	166	2321	1869	2321	NA	NA	NA	NA	NA
YPR157W	TDA6	467	Uncharacterized	other	175	116	175	116	1695	1404	1695	NA	NA	NA	NA	NA
YPR158C-C	NA	440	retrotransposon	other	NA	NA	48	123	1494	NA	NA	NA	NA	NA	NA	NA
YPR158C-D	NA	1755	retrotransposon	other	NA	NA	48	123	5439	NA	NA	NA	NA	NA	NA	NA
YPR158W	CUR1	252	Verified	HSF1	67	158	67	158	984	759	984	NA	NA	NA	NA	NA
YPR158W-A	NA	440	retrotransposon	other	NA	NA	48	123	1494	NA	NA	NA	NA	NA	NA	NA
YPR158W-B	NA	1756	retrotransposon	other	NA	NA	48	123	5442	NA	NA	NA	NA	NA	NA	NA
YPR159C-A	NA	33	Uncharacterized	other	NA	NA	48	123	273	102	273	NA	NA	NA	NA	NA
YPR159W	KRE6	720	Verified	other	207	284	207	284	2654	2163	2654	NA	NA	NA	NA	NA
YPR160C-A	NA	94	Dubious	other	NA	NA	48	123	456	285	456	NA	NA	NA	NA	NA
YPR160W	GPH1	902	Verified	MSN2/4	130	150	130	150	2989	2709	2989	NA	NA	NA	NA	NA
YPR160W-A	NA	26	Dubious	other	751	2150	751	2150	2982	81	2982	NA	NA	NA	NA	NA
YPR161C	SGV1	657	Verified	other	64	128	64	128	2166	1974	2166	NA	NA	NA	NA	NA
YPR162C	ORC4	529	Verified	other	24	53	24	53	1667	1590	1667	NA	NA	NA	NA	NA
YPR163C	TIF3	436	Verified	translation factors	79	161	79	161	1551	1311	1551	NA	NA	NA	NA	NA
YPR164W	MMS1	1407	Verified	other	NA	NA	48	123	4395	4224	4395	NA	NA	NA	NA	NA
YPR165W	RHO1	209	Verified	other	205	200	205	200	1035	630	1035	NA	NA	NA	NA	NA
YPR166C	MRP2	115	Verified	other	38	101	38	101	487	348	487	NA	NA	NA	NA	NA
YPR167C	MET16	261	Verified	other	58	71	58	71	915	786	915	NA	NA	NA	NA	NA
YPR168W	NUT2	157	Verified	other	17	1538	17	1538	2029	474	2029	NA	NA	NA	NA	NA
YPR169W	JIP5	492	Verified	other	50	76	50	76	1605	1479	1605	NA	NA	NA	NA	NA
YPR169W-A	NA	72	Dubious	other	28	338	28	338	585	219	585	NA	NA	NA	NA	NA
YPR170C	NA	111	Dubious	other	261	230	261	230	827	336	827	NA	NA	NA	NA	NA
YPR170W-A	NA	61	Dubious	other	167	232	167	232	585	186	585	NA	NA	NA	NA	NA
YPR170W-B	NA	85	Verified	other	28	200	28	200	486	357	585	NA	NA	NA	NA	NA
YPR171W	BSP1	576	Verified	other	41	93	41	93	1865	1731	1865	NA	NA	NA	NA	NA
YPR172W	NA	200	Uncharacterized	other	32	119	32	119	754	603	754	NA	NA	NA	NA	NA
YPR173C	VPS4	437	Verified	other	37	146	37	146	1497	1314	1497	NA	NA	NA	NA	NA
YPR174C	CSA1	221	Verified	other	41	122	41	122	829	666	829	NA	NA	NA	NA	NA
YPR175W	DPB2	689	Verified	other	29	55	29	55	2154	2070	2154	NA	NA	NA	NA	NA
YPR176C	BET2	325	Verified	other	12	144	12	144	1134	978	1134	NA	NA	NA	NA	NA
YPR177C	NA	123	Dubious	other	NA	NA	48	123	543	372	543	NA	NA	NA	NA	NA
YPR178W	PRP4	465	Verified	other	30	53	30	53	1481	1398	1481	NA	NA	NA	NA	NA
YPR179C	HDA3	655	Verified	other	30	65	30	65	2063	1968	2063	NA	NA	NA	NA	NA
YPR180W	AOS1	347	Verified	other	26	55	26	55	1125	1044	1125	NA	NA	NA	NA	NA
YPR181C	SEC23	768	Verified	other	60	212	60	212	2579	2307	2579	NA	NA	NA	NA	NA
YPR182W	SMX3	86	Verified	other	60	77	60	77	398	261	398	NA	NA	NA	NA	NA
YPR183W	DPM1	267	Verified	other	37	97	37	97	938	804	938	NA	NA	NA	NA	NA
YPR184W	GDB1	1536	Verified	MSN2/4	NA	NA	48	123	4782	4611	4782	NA	NA	NA	NA	NA
YPR185W	ATG13	738	Verified	other	310	74	310	74	2601	2217	2601	NA	NA	NA	NA	NA
YPR186C	PZF1	429	Verified	other	21	125	21	125	1436	1290	1436	NA	NA	NA	NA	NA
YPR187W	RPO26	155	Verified	RiBi	23	142	23	142	633	544	709	NA	NA	NA	NA	NA
YPR188C	MLC2	163	Verified	other	22	90	22	90	604	492	604	NA	NA	NA	NA	NA
YPR189W	SKI3	1432	Verified	other	22	127	22	127	4448	4299	4448	NA	NA	NA	NA	NA
YPR190C	RPC82	654	Verified	other	30	94	30	94	2089	1965	2089	NA	NA	NA	NA	NA
YPR191W	QCR2	368	Verified	other	60	228	60	228	1395	1107	1395	NA	NA	NA	NA	NA
YPR192W	AQY1	305	Verified	MSN2/4	15	140	15	140	1073	918	1073	NA	NA	NA	NA	NA
YPR193C	HPA2	156	Verified	other	452	1850	452	1850	2773	471	2773	NA	NA	NA	NA	NA
YPR194C	OPT2	877	Verified	other	314	161	314	161	3109	2634	3109	NA	NA	NA	NA	NA
YPR195C	NA	109	Uncharacterized	other	22	126	22	126	478	330	478	NA	NA	NA	NA	NA
YPR196W	NA	470	Uncharacterized	other	29	424	29	424	1866	1413	1866	NA	NA	NA	NA	NA
YPR197C	NA	187	Dubious	other	NA	NA	48	123	735	564	735	NA	NA	NA	NA	NA
YPR198W	SGE1	543	Verified	other	45	179	45	179	1856	1632	1856	NA	NA	NA	NA	NA
YPR199C	ARR1	294	Verified	other	10	179	10	179	1074	885	1074	NA	NA	NA	NA	NA
YPR200C	ARR2	130	Verified	other	1516	78	1516	78	1987	393	1987	NA	NA	NA	NA	NA
YPR201W	ARR3	404	Verified	other	152	841	152	841	2208	1215	2208	NA	NA	NA	NA	NA
YPR202W	NA	238	Uncharacterized	other	NA	NA	48	123	888	865	1036	NA	NA	NA	NA	NA
YPR203W	NA	102	Uncharacterized	other	NA	NA	48	123	480	309	480	NA	NA	NA	NA	NA
YPR204C-A	NA	160	Dubious	other	NA	NA	48	123	654	483	654	NA	NA	NA	NA	NA
YPR204W	NA	1032	Verified	other	NA	NA	48	123	3270	3099	3270	NA	NA	NA	NA	NA
YNCA0006C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006935.2	S000006719	tRNA gene	URS000025778A	82
YNCB0001W	NA	NA	ncRNA	other	NA	NA	48	123	84	NA	NA	BK006936.2	S000006647	tRNA gene	URS000024C4B2	84
YNCB0002W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006936.2	S000006562	tRNA gene	URS00002D9D76	73
YNCB0004W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006936.2	S000006600	tRNA gene	URS000051C6FE	74
YNCB0005C	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006936.2	S000006574	tRNA gene	URS000031B782	71
YNCB0006W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006936.2	S000006720	tRNA gene	URS000025778A	82
YNCB0007W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006936.2	S000006737	tRNA gene	URS000037F6D3	73
YNCB0008W	NA	NA	ncRNA	other	NA	NA	48	123	3841	NA	NA	BK006936.2	S000303802	ncRNA gene	URS00021EDA8D	3841
YNCB0011C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006936.2	S000006769	tRNA gene	URS0000241CE9	74
YNCB0012W	NA	NA	ncRNA	other	NA	NA	48	123	84	NA	NA	BK006936.2	S000006648	tRNA gene	URS000024C4B2	84
YNCB0013W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006936.2	S000006691	tRNA gene	URS00004942AC	72
YNCB0015W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006936.2	S000006708	tRNA gene	URS0000246DB7	72
YNCB0016W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006936.2	S000006530	tRNA gene	URS000027E1E5	72
YNCB0017C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006936.2	S000006526	tRNA gene	URS00002459D9	72
YNCB0018W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006936.2	S000006548	tRNA gene	URS00000D4623	72
YNCC0001C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006937.2	S000006549	tRNA gene	URS00000D4623	72
YNCC0005W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006937.2	S000006668	tRNA gene	URS0000089FC1	74
YNCC0008W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006937.2	S000006658	tRNA gene	URS00005350CD	72
YNCC0009C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006937.2	S000006615	tRNA gene	URS0000410E6D	73
YNCC0010C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006937.2	S000006692	tRNA gene	URS000001E7BA	72
YNCC0014W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006937.2	S000006738	tRNA gene	URS000037F6D3	73
YNCD0001W	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006938.2	S000006576	tRNA gene	URS000031B782	71
YNCD0003W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006938.2	S000006629	tRNA gene	URS000050F2C6	73
YNCD0004W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006938.2	S000006510	tRNA gene	URS00004D1EAE	73
YNCD0005C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006938.2	S000006739	tRNA gene	URS000037F6D3	73
YNCD0006W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006938.2	S000006721	tRNA gene	URS000025778A	82
YNCD0007C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006938.2	S000006770	tRNA gene	URS0000241CE9	74
YNCD0008W	NA	NA	ncRNA	other	NA	NA	48	123	84	NA	NA	BK006938.2	S000006649	tRNA gene	URS000024C4B2	84
YNCD0009W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006938.2	S000006693	tRNA gene	URS000001E7BA	72
YNCD0011W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006938.2	S000006709	tRNA gene	URS0000246DB7	72
YNCD0012W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006938.2	S000006531	tRNA gene	URS000027E1E5	72
YNCD0013C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006938.2	S000006700	tRNA gene	URS00000804B3	73
YNCD0014C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006938.2	S000006694	tRNA gene	URS000001E7BA	72
YNCD0015C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006938.2	S000006601	tRNA gene	URS000051C6FE	74
YNCD0016C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006938.2	S000006695	tRNA gene	URS000001E7BA	72
YNCD0017W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006938.2	S000006613	tRNA gene	URS000025B587	73
YNCD0019C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006938.2	S000006722	tRNA gene	URS000025778A	82
YNCD0020W	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006938.2	S000006577	tRNA gene	URS000031B782	71
YNCD0021C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006938.2	S000006546	tRNA gene	URS00001D6320	72
